,Country,Year,Log Fertility
808,4230,1968,-3.728888174847974
809,4230,1969,-4.052703197808822
810,4230,1970,-3.573273196525447
811,4230,1971,-3.7216245690319525
812,4230,1972,-3.6621726269887174
813,4230,1973,-3.470942659229424
814,4230,1974,-3.591277800731961
815,4230,1975,-3.7731980992320513
816,4230,1976,-3.57641338389829
817,4230,1977,-3.5849873220999893
818,4230,1978,-3.507127423856931
819,4230,1979,-3.3977585599369085
820,4230,1980,-3.3694260133448304
821,4230,1981,-3.3635528749259604
822,4230,1982,-3.3205942693618224
823,4230,1983,-3.2988153151319444
824,4230,1984,-3.312451018562443
825,4230,1985,-3.3587957306906238
826,4230,1986,-3.3948137020627214
827,4230,1987,-3.424535442482058
828,4230,1988,-3.486601006896741
829,4230,1989,-3.427480162037161
830,4230,1990,-3.421242805779493
831,4230,1991,-3.453026569165278
832,4230,1992,-3.4850972061907672
833,4230,1993,-3.5076288718052475
834,4230,1994,-3.5445406381632547
835,4230,1995,-3.5602424167837983
836,4230,1996,None
837,4230,1997,None
838,4230,1998,-3.9422054163818485
839,4230,1999,-4.738163610463906
840,4230,2000,-3.9710199085060904
841,4230,2001,-4.000149395533319
842,4230,2002,-4.009921283039279
843,4230,2003,-3.9822237105890865
844,4230,2004,-3.9741139292193446
845,4230,2005,-3.9838394351975888
846,4230,2006,-3.944680149811301
847,4230,2007,-3.91672939197436
848,4230,2008,-3.8546173675636957
849,4230,2009,-4.07861680324314
850,4230,2010,-3.9136238959526475
851,4230,2011,-3.890370928372024
852,4230,2012,-3.9306678953002243
853,4230,2013,-3.9566199973739624
854,4230,2014,-3.905266819891634
855,4230,2015,-3.923172886318973
856,4240,1955,-3.42308517150781
857,4240,1956,-3.4682199459998317
858,4240,1957,-3.5508603464348276
859,4240,1958,-3.5140575273138817
860,4240,1959,-5.821883149071603
861,4240,1960,-3.419360298379495
862,4240,1961,-3.529868205886428
863,4240,1962,-3.5834645794973756
864,4240,1963,-3.731031111853925
865,4240,1964,-3.949050431992158
866,4240,1965,-4.010796757489456
867,4240,1966,-3.864141461990983
868,4240,1967,-3.934745939853492
869,4240,1968,-4.239054158501363
870,4240,1969,
871,4240,1970,-3.8287579969854995
872,4240,1971,-3.9974702310468757
873,4240,1972,-3.8815643808164713
874,4240,1973,-3.034400326579829
875,4240,1974,-2.3205522143023707
876,4240,1975,-3.0354268945981375
877,4240,1976,-3.5946759276593263
878,4240,1977,-3.7109654188728705
879,4240,1978,-3.7603194086769136
880,4240,1979,-3.481618099876571
881,4240,1980,-3.6664651469584237
882,4240,1981,-3.38134101660623
883,4240,1982,-3.404746020435115
884,4240,1983,-3.392608125725685
885,4240,1984,-3.395359133696872
886,4240,1985,-3.492498593504513
887,4240,1986,-3.5361220155078166
888,4240,1987,-3.532067989984919
889,4240,1988,-3.5660967559040166
890,4240,1989,-3.5153688808075976
891,4240,1990,-3.5042652424116874
892,4240,1991,-3.4824179638180457
893,4240,1992,-3.369651379218415
894,4240,1993,-3.3887206902838303
895,4240,1994,-3.330320887620553
896,4240,1995,-3.295758474291071
897,4240,1996,-3.2978851778385816
898,4240,1997,-3.273340071322508
899,4240,1998,-3.2486291796634794
900,4240,1999,-3.237439328629137
901,4240,2000,-3.3259015154636824
902,4240,2001,-3.6464784656849374
903,4240,2002,-3.7004776686199032
904,4240,2003,-3.449418762092214
905,4240,2004,-3.427567954212834
906,4240,2005,None
907,4240,2006,-3.8299248305165015
908,4240,2007,-3.8482297730296198
909,4240,2008,-3.8710374543798287
910,4240,2009,-3.8841600740922764
911,4240,2010,-4.014512425548186
912,4240,2011,-4.11002346110848
913,4240,2012,-4.209386808710985
914,4240,2013,-4.216772213943512
915,4240,2014,-4.085688979334931
916,4240,2015,-4.0021068488047
917,4272,1980,-3.097464833998249
918,4272,1981,-3.0970648975175536
919,4272,1982,-3.03723488928698
920,4272,1983,-2.9977195548737314
921,4272,1984,-3.032690512218309
922,4272,1985,-3.0847001225611863
923,4272,1986,-3.0573148337320792
924,4272,1987,-3.06322754836521
925,4272,1988,-3.1016790309687687
926,4272,1989,-3.1062840136141965
927,4272,1990,-3.1286548062927713
928,4272,1991,-3.110143344262572
929,4272,1992,-3.1727436006521845
930,4272,1993,-2.873070256395104
931,4272,1994,-2.9211334665283704
932,4272,1995,-3.028304492849857
933,4272,1996,-3.065603409934769
934,4272,1997,-3.074784681777244
935,4272,1998,-3.234449791754427
936,4272,1999,-3.2056094524179466
937,4272,2000,-3.196963674939848
938,4272,2001,-3.1759893664081886
939,4272,2002,-2.948001423674421
940,4272,2003,-3.0017984340028443
941,4272,2004,-3.1634262985037265
942,4272,2005,-3.212274683205459
943,4272,2006,-3.2072847457329736
944,4272,2007,-3.1711614871616858
945,4272,2008,-3.1845957826091245
946,4272,2009,-3.022502210133176
947,4272,2010,-3.2083272633763644
948,4272,2011,-3.1989309170480396
949,4272,2012,-3.210130449699847
950,4272,2013,-3.267739902801523
951,4272,2014,-2.8312871062500276
952,4273,1998,-3.763760691927302
953,4273,1999,-3.7129372887260153
954,4273,2000,-3.7039229676952967
955,4273,2001,-3.6140168932170766
956,4273,2002,-3.683819100297698
957,4273,2003,-3.666715697664456
958,4273,2004,-3.664654408128709
959,4273,2005,-3.7410234114028196
960,4273,2006,-3.7424748668350327
961,4273,2007,-3.747314058673074
962,4273,2008,-3.717421117479201
963,4273,2009,-3.7220380201164023
964,4273,2010,-3.8936486319943406
965,4273,2011,-3.752069396503106
966,4273,2012,-3.7718007899285673
967,4273,2013,-3.7401676647090536
968,4273,2014,-3.730934297797488
969,4273,2015,-3.7636387551367108
970,4274,1992,-3.4251449179040137
971,4274,1993,-3.747418689752836
972,4274,1994,-3.7833927435987964
973,4274,1995,-3.863660819900556
974,4274,1996,-3.855831415349814
975,4274,1997,-3.855030181138773
976,4274,1998,-3.899249933168812
977,4274,1999,-3.8853130562518383
978,4274,2000,-4.1747046877687435
979,4274,2001,-3.9645185975412174
980,4274,2002,-3.9400691413694116
981,4274,2003,-3.914358900621228
982,4274,2004,-3.8754544818015915
983,4274,2005,-3.8867722557325006
984,4274,2006,-3.8537462298436105
985,4274,2007,-3.844175584312478
986,4274,2008,-3.83132375443744
987,4274,2009,-3.813900006028582
988,4274,2010,None
989,4274,2011,-3.857042448225675
990,4274,2012,-3.895244597229293
991,4274,2013,-3.9149955207733727
992,4274,2014,None
993,4274,2015,None
994,4280,1951,-3.5840063726571625
995,4280,1952,-3.5862354892415964
996,4280,1953,-3.631432146466263
997,4280,1954,-3.5915352985991156
998,4280,1955,-3.546347696748062
999,4280,1956,-3.544389051418917
1000,4280,1957,-3.636176448010406
1001,4280,1958,-3.6215485563931575
1002,4280,1959,-3.6311116899022244
1003,4280,1960,-3.6063496086738445
1004,4280,1961,-3.537347636857568
1005,4280,1962,-3.4738118972610454
1006,4280,1963,-3.5938527700933487
1007,4280,1964,-3.5570394134997856
1008,4280,1965,-3.5900243397348266
1009,4280,1966,-3.575317246385783
1010,4280,1967,-3.5009846990360125
1011,4280,1968,-3.464802931558701
1012,4280,1969,None
1013,4280,1970,None
1014,4280,1971,-3.6698651269228146
1015,4280,1972,-3.596781027747562
1016,4280,1973,-3.6439519432667544
1017,4280,1974,-3.4697503468212476
1018,4280,1975,-3.2137177891998463
1019,4280,1976,-3.4718122612495383
1020,4280,1977,-3.4974629939066952
1021,4280,1978,-3.5969815695722516
1022,4280,1979,-3.318077531634509
1023,4280,1980,-3.5014106968950967
1024,4280,1981,-3.5245893105192403
1025,4280,1982,-3.4849463084999583
1026,4280,1983,-3.533107886630436
1027,4280,1984,-3.5059660293596533
1028,4280,1985,-3.5735644934271584
1029,4280,1986,-3.5650630092091102
1030,4280,1987,-3.5585831862748267
1031,4280,1988,-3.5575153701426885
1032,4280,1989,-3.543724160157466
1033,4280,1990,-3.536646462303655
1034,4280,1991,-3.634833353185549
1035,4280,1992,-3.5193096541689624
1036,4280,1993,-3.5404549496551474
1037,4280,1994,-3.5230492400914963
1038,4280,1995,-3.510552122128317
1039,4280,1996,-3.523844079462356
1040,4280,1997,-3.500116867557667
1041,4280,1998,-3.6758816335526254
1042,4280,1999,-3.4419435894614994
1043,4280,2000,-3.5438303684617014
1044,4280,2001,-3.341632119163573
1045,4280,2002,-3.342620254810084
1046,4280,2003,-3.3793742930920376
1047,4280,2004,-3.361187578637693
1048,4280,2005,-3.4246955543493716
1049,4280,2006,-3.33082088803247
1050,4280,2007,-3.403419127695312
1051,4280,2008,-3.7190507125122654
1052,4280,2009,-3.9242261261401095
1053,4280,2010,-4.018790446183077
1054,4280,2011,-3.4617657911540762
1055,4280,2012,-4.343280054380987
1056,4280,2013,-4.266790088028631
1057,4280,2014,-4.0614354062422136
1058,4280,2015,-3.986584414586778
1059,4290,1951,-3.611698948235195
1060,4290,1952,-3.6466197803409606
1061,4290,1953,-3.6840108276015
1062,4290,1954,-3.625448845299353
1063,4290,1955,-3.5922732729673155
1064,4290,1956,-3.579045451365142
1065,4290,1957,-3.6182882949389863
1066,4290,1958,-3.675590221995254
1067,4290,1959,-3.69627218261549
1068,4290,1960,-3.6448239357854213
1069,4290,1961,-3.612096704638811
1070,4290,1962,-3.61034491014179
1071,4290,1963,-3.544087337258565
1072,4290,1964,-3.470100754676115
1073,4290,1965,-3.469813042834188
1074,4290,1966,-3.529222013785295
1075,4290,1967,-3.5781651541341346
1076,4290,1968,-3.479001122503411
1077,4290,1969,-3.4515795503503726
1078,4290,1970,-3.514162876353544
1079,4290,1971,-3.648466419143164
1080,4290,1972,-3.681825118972992
1081,4290,1973,-3.630699593350229
1082,4290,1974,-3.5795316039867564
1083,4290,1975,-3.5703721698879836
1084,4290,1976,-3.5993185163287276
1085,4290,1977,-3.611223839506819
1086,4290,1978,-3.6296429723887984
1087,4290,1979,-3.6302650376348997
1088,4290,1980,-3.6632789112999453
1089,4290,1981,-3.7006277828258702
1090,4290,1982,-3.7057189431421556
1091,4290,1983,-3.6893982583778464
1092,4290,1984,-3.627658632075643
1093,4290,1985,-3.6103530693241384
1094,4290,1986,-3.26782445818715
1095,4290,1987,-3.2056271511060426
1096,4290,1988,-3.2006116032324505
1097,4290,1989,-3.153829661497138
1098,4290,1990,-3.1941626944535386
1099,4290,1991,-3.2072414788882733
1100,4290,1992,-3.203262490743734
1101,4290,1993,-3.2220493685285314
1102,4290,1994,-3.255485609085793
1103,4290,1995,-3.358879101448782
1104,4290,1996,-3.830191290541302
1105,4290,1997,-3.828915449999984
1106,4290,1998,-3.8050893649819515
1107,4290,1999,-3.7844099097878625
1108,4290,2000,-3.7367048317863802
1109,4290,2001,-3.70442285792288
1110,4290,2002,-3.7062711299917424
1111,4290,2003,-3.7183129046128016
1112,4290,2004,-3.712494094907014
1113,4290,2005,-3.655187384287478
1114,4290,2006,-3.5875261286014166
1115,4290,2007,-3.581489100860288
1116,4290,2008,-3.571371497214774
1117,4290,2009,-3.574435314327881
1118,4290,2010,-3.6208058097316522
1119,4290,2011,-3.6157935706729485
1120,4290,2012,-3.59268844521857
1121,4290,2013,-3.5569590345284507
1122,4290,2014,-3.9754513367048983
1123,4290,2015,-3.165477600714526
1124,4300,1951,-3.398181777739104
1125,4300,1952,-3.3827796233061576
1126,4300,1953,-3.408571290311703
1127,4300,1954,-3.376504275212309
1128,4300,1955,-3.373414750354859
1129,4300,1956,-3.384962619940634
1130,4300,1957,-3.4068114424690514
1131,4300,1958,-3.4094678003901224
1132,4300,1959,-3.406006754429634
1133,4300,1960,-3.214633629799094
1134,4300,1961,-3.0583392984565543
1135,4300,1962,-3.1440357401977876
1136,4300,1963,-3.3083232216107477
1137,4300,1964,-3.4443832454448184
1138,4300,1965,-3.484007511121805
1139,4300,1966,-3.4340000465270175
1140,4300,1967,-3.412212616178767
1141,4300,1968,-3.4191213238879983
1142,4300,1969,-3.538335333431952
1143,4300,1970,-3.568305835753846
1144,4300,1971,-3.566013740817619
1145,4300,1972,-3.5884429198722185
1146,4300,1973,-3.6978427420281346
1147,4300,1974,-4.008482773895293
1148,4300,1975,-4.287350982200229
1149,4300,1976,-4.103062391441511
1150,4300,1977,-3.8714249403099936
1151,4300,1978,-3.8014142159130784
1152,4300,1979,-3.7039122351514044
1153,4300,1980,-3.618578488654917
1154,4300,1981,-3.606234487065867
1155,4300,1982,-3.750057034192989
1156,4300,1983,-3.729780646219875
1157,4300,1984,-3.6853865935638805
1158,4300,1985,-3.6496753851972317
1159,4300,1986,-3.617764841528876
1160,4300,1987,-3.569516501290822
1161,4300,1988,-3.5463951744594864
1162,4300,1989,-3.464536063235797
1163,4300,1990,-3.4151949547606595
1164,4300,1991,-3.417535235132793
1165,4300,1992,-3.5237264774946078
1166,4300,1993,-3.575002205221812
1167,4300,1994,-3.6955763112020166
1168,4300,1995,-3.807135565989163
1169,4300,1996,-3.9020051936477644
1170,4300,1997,-3.7415955530628238
1171,4300,1998,-3.79810791129201
1172,4300,1999,-3.7568555637673633
1173,4300,2000,-3.724823717673474
1174,4300,2001,-3.7137496223856643
1175,4300,2002,-3.878333585153302
1176,4300,2003,-3.7593881601882075
1177,4300,2004,-3.7735763319849935
1178,4300,2005,-3.7939418699631227
1179,4300,2006,-3.6768640369554526
1180,4300,2007,-3.5402648997674295
1181,4300,2008,-3.543912943652272
1182,4300,2009,-3.624952186729509
1183,4300,2010,-3.6100579531314434
1184,4300,2011,-3.615791125567843
1185,4300,2012,-3.582297580094717
1186,4300,2013,None
1187,4300,2014,None
1188,4300,2015,-3.6243179326530015
1189,5020,1950,-3.0015176193793325
1190,5020,1951,-3.103688664617055
1191,5020,1952,-3.2372335404358052
1192,5020,1953,-3.2706809204038145
1193,5020,1954,-3.1531252818909796
1194,5020,1955,-3.1231353876363475
1195,5020,1956,-3.180175011144715
1196,5020,1957,-3.2417649931707073
1197,5020,1958,-3.2027478450363494
1198,5020,1959,-3.216075564858527
1199,5020,1960,-3.199273589768847
1200,5020,1961,-3.3012591263804962
1201,5020,1962,-3.2732016368826806
1202,5020,1963,-3.2441821135113407
1203,5020,1964,-3.2567388426419974
1204,5020,1965,-3.2782517391699386
1205,5020,1966,-3.213905727995472
1206,5020,1967,-3.260361137226746
1207,5020,1968,-3.198287468358113
1208,5020,1969,-3.211098109418884
1209,5020,1970,-3.230805682972258
1210,5020,1971,-3.347924017485805
1211,5020,1972,-3.4298674516957153
1212,5020,1973,-3.3426509158030964
1213,5020,1974,-2.9821914440481256
1214,5020,1975,-3.553224535349218
1215,5020,1976,-3.547625451552908
1216,5020,1977,-3.521504810089979
1217,5020,1978,-3.3452571475948876
1218,5020,1979,-3.3035349825357763
1219,5020,1980,-3.142809821226913
1220,5020,1981,-3.2061281493221903
1221,5020,1982,-3.3328147738267146
1222,5020,1983,-3.3700254829405925
1223,5020,1984,-3.3102199855841827
1224,5020,1985,-3.243708213954438
1225,5020,1986,-3.2657959069631697
1226,5020,1987,-3.228924111119274
1227,5020,1988,-3.2137433557814408
1228,5020,1989,-3.2997844848911257
1229,5020,1990,-3.3689016119193624
1230,5020,1991,-3.3928046732534964
1231,5020,1992,-3.4569326027379077
1232,5020,1993,-3.422642867787292
1233,5020,1994,-3.368916738877683
1234,5020,1995,-3.3277860561647126
1235,5020,1996,-3.4093953960960723
1236,5020,1997,-3.720737982701066
1237,5020,1998,-3.6825711753136745
1238,5020,1999,-3.6639436304880473
1239,5020,2000,-3.611855105393985
1240,5020,2001,-3.6214676471385987
1241,5020,2002,-3.734160027577516
1242,5020,2003,-3.6342004018494913
1243,5020,2004,None
1244,5020,2005,-3.6277444810188864
1245,5020,2006,-3.0630327770560757
1246,5020,2007,-3.3848669232759825
1247,5020,2008,-3.3762562748478255
1248,5020,2009,-3.5465656156446084
1249,5020,2010,-4.194009852976976
1250,5020,2011,-3.488481050656507
1251,5020,2012,-3.502741197963607
1252,5020,2013,-3.505946119966661
1253,5020,2014,-3.619273857029976
1254,5020,2015,-3.5386423507544382
